Segment,PropReg,PropWeek,PropBase,Distance,Winner,Margin
177-PHL-BAL,"(0.75, 'Weekday')","(0.7916666666666666, 'Regular')","(0.875, 'Baseline')",3,Baseline,0.08333333333333337
177-PJC-ABE,"(0.3076923076923077, 'Regular')","(0.6538461538461539, 'Weekday')","(0.8461538461538461, 'Baseline')",4,Baseline,0.1923076923076923
177-PJC-BAL,"(0.52, 'Weekday')","(0.6, 'Regular')","(0.72, 'Baseline')",5,Baseline,0.12
177-PJC-NCR,"(0.3076923076923077, 'Regular')","(0.38461538461538464, 'Baseline')","(0.46153846153846156, 'Weekday')",7,Weekday,0.07692307692307693
177-PJC-PHL,"(0.6666666666666666, 'Weekday')","(0.7083333333333334, 'Regular')","(0.875, 'Baseline')",2,Baseline,0.16666666666666663
177-PVD-ABE,"(0.11538461538461539, 'Regular')","(0.4230769230769231, 'Weekday')","(0.6538461538461539, 'Baseline')",18,Baseline,0.23076923076923078
177-PVD-BAL,"(0.11538461538461539, 'Regular')","(0.3076923076923077, 'Weekday')","(0.6153846153846154, 'Baseline')",19,Baseline,0.3076923076923077
177-PVD-BWI,"(0.11538461538461539, 'Regular')","(0.3076923076923077, 'Weekday')","(0.6153846153846154, 'Baseline')",20,Baseline,0.3076923076923077
177-PVD-NBK,"(0.6153846153846154, 'Regular')","(0.6153846153846154, 'Weekday')","(0.8461538461538461, 'Baseline')",13,Baseline,0.23076923076923073
177-PVD-NCR,"(0.07692307692307693, 'Regular')","(0.19230769230769232, 'Weekday')","(0.38461538461538464, 'Baseline')",21,Baseline,0.19230769230769232
177-PVD-NRO,"(0.7307692307692307, 'Weekday')","(0.7692307692307693, 'Baseline')","(0.8461538461538461, 'Regular')",9,Regular,0.07692307692307687
177-PVD-NWK,"(0.6538461538461539, 'Baseline')","(0.7307692307692307, 'Weekday')","(0.8846153846153846, 'Regular')",11,Regular,0.15384615384615385
177-PVD-NYP,"(0.5769230769230769, 'Baseline')","(0.6538461538461539, 'Weekday')","(0.8076923076923077, 'Regular')",10,Regular,0.15384615384615385
177-PVD-PJC,"(0.4230769230769231, 'Regular')","(0.6153846153846154, 'Weekday')","(0.8846153846153846, 'Baseline')",14,Baseline,0.26923076923076916
177-PVD-TRE,"(0.6153846153846154, 'Weekday')","(0.7307692307692307, 'Regular')","(0.8076923076923077, 'Baseline')",15,Baseline,0.07692307692307698
177-PVD-WAS,"(0.15384615384615385, 'Regular')","(0.3076923076923077, 'Weekday')","(0.4230769230769231, 'Baseline')",22,Baseline,0.11538461538461536
177-PVD-WIL,"(0.11538461538461539, 'Regular')","(0.34615384615384615, 'Weekday')","(0.5, 'Baseline')",17,Baseline,0.15384615384615385
177-RTE-ABE,"(0.23076923076923078, 'Regular')","(0.34615384615384615, 'Weekday')","(0.7307692307692307, 'Baseline')",19,Baseline,0.3846153846153846
177-RTE-BAL,"(0.23076923076923078, 'Regular')","(0.3076923076923077, 'Weekday')","(0.6538461538461539, 'Baseline')",20,Baseline,0.34615384615384615
177-RTE-BWI,"(0.23076923076923078, 'Regular')","(0.2692307692307692, 'Weekday')","(0.6923076923076923, 'Baseline')",21,Baseline,0.4230769230769231
177-RTE-MET,"(0.7307692307692307, 'Weekday')","(0.8461538461538461, 'Baseline')","(0.9230769230769231, 'Regular')",13,Regular,0.07692307692307698
177-RTE-NCR,"(0.11538461538461539, 'Regular')","(0.19230769230769232, 'Weekday')","(0.38461538461538464, 'Baseline')",22,Baseline,0.19230769230769232
177-RTE-NWK,"(0.6923076923076923, 'Weekday')","(0.6923076923076923, 'Baseline')","(0.9230769230769231, 'Regular')",12,Regular,0.23076923076923084
177-RTE-NYP,"(0.5769230769230769, 'Weekday')","(0.5769230769230769, 'Baseline')","(0.8461538461538461, 'Regular')",11,Regular,0.2692307692307693
177-RTE-PJC,"(0.5769230769230769, 'Regular')","(0.5769230769230769, 'Weekday')","(0.8846153846153846, 'Baseline')",15,Baseline,0.3076923076923077
177-RTE-TRE,"(0.5769230769230769, 'Weekday')","(0.6923076923076923, 'Regular')","(0.8076923076923077, 'Baseline')",16,Baseline,0.11538461538461542
177-RTE-WAS,"(0.19230769230769232, 'Regular')","(0.3076923076923077, 'Weekday')","(0.46153846153846156, 'Baseline')",23,Baseline,0.15384615384615385
177-RTE-WIL,"(0.2692307692307692, 'Regular')","(0.38461538461538464, 'Weekday')","(0.6153846153846154, 'Baseline')",18,Baseline,0.23076923076923078
177-STM-ABE,"(0.15384615384615385, 'Regular')","(0.4230769230769231, 'Weekday')","(0.8076923076923077, 'Baseline')",10,Baseline,0.38461538461538464
177-STM-BAL,"(0.15384615384615385, 'Regular')","(0.38461538461538464, 'Weekday')","(0.7307692307692307, 'Baseline')",11,Baseline,0.3461538461538461
177-STM-BWI,"(0.11538461538461539, 'Regular')","(0.38461538461538464, 'Weekday')","(0.7307692307692307, 'Baseline')",12,Baseline,0.3461538461538461
177-STM-NBK,"(0.5769230769230769, 'Weekday')","(0.7307692307692307, 'Regular')","(0.8461538461538461, 'Baseline')",5,Baseline,0.11538461538461542
177-STM-NWK,"(0.5384615384615384, 'Baseline')","(0.7307692307692307, 'Weekday')","(0.8461538461538461, 'Regular')",3,Regular,0.11538461538461542
177-STM-NYP,"(0.7307692307692307, 'Weekday')","(0.7307692307692307, 'Baseline')","(0.8461538461538461, 'Regular')",2,Regular,0.11538461538461542
177-STM-PHL,"(0.4, 'Regular')","(0.6, 'Weekday')","(0.76, 'Baseline')",8,Baseline,0.16000000000000003
177-STM-PJC,"(0.6153846153846154, 'Weekday')","(0.6538461538461539, 'Regular')","(0.8076923076923077, 'Baseline')",6,Baseline,0.15384615384615385
177-STM-WAS,"(0.23076923076923078, 'Regular')","(0.38461538461538464, 'Weekday')","(0.46153846153846156, 'Baseline')",14,Baseline,0.07692307692307693
177-STM-WIL,"(0.19230769230769232, 'Regular')","(0.46153846153846156, 'Weekday')","(0.7307692307692307, 'Baseline')",9,Baseline,0.26923076923076916
177-TRE-ABE,"(0.46153846153846156, 'Regular')","(0.7307692307692307, 'Weekday')","(0.8461538461538461, 'Baseline')",3,Baseline,0.11538461538461542
177-TRE-BAL,"(0.5384615384615384, 'Regular')","(0.6538461538461539, 'Weekday')","(0.7692307692307693, 'Baseline')",4,Baseline,0.11538461538461542
177-TRE-BWI,"(0.34615384615384615, 'Regular')","(0.6923076923076923, 'Weekday')","(0.8076923076923077, 'Baseline')",5,Baseline,0.11538461538461542
177-TRE-NCR,"(0.3076923076923077, 'Regular')","(0.5384615384615384, 'Baseline')","(0.6153846153846154, 'Weekday')",6,Weekday,0.07692307692307698
177-TRE-PHL,"(0.44, 'Regular')","(0.8, 'Weekday')","(0.96, 'Baseline')",1,Baseline,0.15999999999999992
177-TRE-WAS,"(0.4230769230769231, 'Regular')","(0.4230769230769231, 'Baseline')","(0.5769230769230769, 'Weekday')",7,Weekday,0.1538461538461538
177-TRE-WIL,"(0.6538461538461539, 'Regular')","(0.7692307692307693, 'Weekday')","(0.9230769230769231, 'Baseline')",2,Baseline,0.15384615384615385
177-WIL-NCR,"(0.6153846153846154, 'Baseline')","(0.7307692307692307, 'Weekday')","(0.8076923076923077, 'Regular')",4,Regular,0.07692307692307698
177-WIL-WAS,"(0.46153846153846156, 'Baseline')","(0.6923076923076923, 'Weekday')","(0.7692307692307693, 'Regular')",5,Regular,0.07692307692307698
177-WLY-ABE,"(0.11538461538461539, 'Regular')","(0.4230769230769231, 'Weekday')","(0.7307692307692307, 'Baseline')",16,Baseline,0.30769230769230765
177-WLY-BAL,"(0.11538461538461539, 'Regular')","(0.3076923076923077, 'Weekday')","(0.6923076923076923, 'Baseline')",17,Baseline,0.3846153846153846
177-WLY-BWI,"(0.11538461538461539, 'Regular')","(0.2692307692307692, 'Weekday')","(0.6538461538461539, 'Baseline')",18,Baseline,0.38461538461538464
177-WLY-NBK,"(0.6923076923076923, 'Weekday')","(0.7307692307692307, 'Regular')","(0.8846153846153846, 'Baseline')",11,Baseline,0.15384615384615385
177-WLY-NCR,"(0.11538461538461539, 'Regular')","(0.15384615384615385, 'Weekday')","(0.3076923076923077, 'Baseline')",19,Baseline,0.15384615384615385
177-WLY-NWK,"(0.7307692307692307, 'Weekday')","(0.8076923076923077, 'Baseline')","(0.8846153846153846, 'Regular')",9,Regular,0.07692307692307687
177-WLY-PJC,"(0.38461538461538464, 'Regular')","(0.7307692307692307, 'Weekday')","(0.8846153846153846, 'Baseline')",12,Baseline,0.15384615384615385
177-WLY-WAS,"(0.15384615384615385, 'Regular')","(0.3076923076923077, 'Weekday')","(0.46153846153846156, 'Baseline')",20,Baseline,0.15384615384615385
178-BAL-BBY,"(0.3466666666666667, 'Baseline')","(0.4666666666666667, 'Weekday')","(0.5733333333333334, 'Regular')",19,Regular,0.10666666666666669
178-BAL-BOS,"(0.2727272727272727, 'Baseline')","(0.45454545454545453, 'Weekday')","(0.5584415584415584, 'Regular')",20,Regular,0.10389610389610388
178-BAL-EWR,"(0.5384615384615384, 'Baseline')","(0.5512820512820513, 'Weekday')","(0.6282051282051282, 'Regular')",5,Regular,0.07692307692307687
178-BAL-NLC,"(0.6623376623376623, 'Weekday')","(0.7012987012987013, 'Regular')","(0.7662337662337663, 'Baseline')",13,Baseline,0.06493506493506496
178-BAL-NRO,"(0.6973684210526315, 'Weekday')","(0.7763157894736842, 'Regular')","(0.8552631578947368, 'Baseline')",8,Baseline,0.07894736842105265
178-BAL-OSB,"(0.6493506493506493, 'Regular')","(0.6623376623376623, 'Weekday')","(0.7532467532467533, 'Baseline')",12,Baseline,0.09090909090909094
178-BAL-PHL,"(0.5897435897435898, 'Baseline')","(0.6794871794871795, 'Regular')","(0.7564102564102564, 'Weekday')",3,Weekday,0.07692307692307687
178-BAL-RTE,"(0.47368421052631576, 'Baseline')","(0.5263157894736842, 'Weekday')","(0.5921052631578947, 'Regular')",18,Regular,0.06578947368421051
178-BWI-BBY,"(0.25333333333333335, 'Baseline')","(0.48, 'Weekday')","(0.5733333333333334, 'Regular')",20,Regular,0.09333333333333338
178-BWI-BRP,"(0.7105263157894737, 'Regular')","(0.7105263157894737, 'Weekday')","(0.8157894736842105, 'Baseline')",11,Baseline,0.10526315789473684
178-BWI-KIN,"(0.6623376623376623, 'Regular')","(0.7792207792207793, 'Weekday')","(0.8571428571428571, 'Baseline')",17,Baseline,0.07792207792207784
178-BWI-MYS,"(0.6753246753246753, 'Regular')","(0.7402597402597403, 'Weekday')","(0.8571428571428571, 'Baseline')",15,Baseline,0.11688311688311681
178-BWI-NLC,"(0.6363636363636364, 'Regular')","(0.7662337662337663, 'Weekday')","(0.8571428571428571, 'Baseline')",14,Baseline,0.09090909090909083
178-BWI-NRO,"(0.8289473684210527, 'Regular')","(0.8289473684210527, 'Weekday')","(0.881578947368421, 'Baseline')",9,Baseline,0.05263157894736836
178-BWI-NYP,"(0.24675324675324675, 'Baseline')","(0.3116883116883117, 'Regular')","(0.37662337662337664, 'Weekday')",8,Weekday,0.06493506493506496
178-BWI-OSB,"(0.7402597402597403, 'Regular')","(0.7922077922077922, 'Weekday')","(0.8441558441558441, 'Baseline')",13,Baseline,0.051948051948051854
178-BWI-PVD,"(0.6753246753246753, 'Weekday')","(0.6883116883116883, 'Regular')","(0.7792207792207793, 'Baseline')",18,Baseline,0.09090909090909094
178-BWI-STM,"(0.6973684210526315, 'Weekday')","(0.7631578947368421, 'Regular')","(0.8421052631578947, 'Baseline')",10,Baseline,0.07894736842105254
178-BWI-WLY,"(0.6883116883116883, 'Weekday')","(0.7142857142857143, 'Regular')","(0.8571428571428571, 'Baseline')",16,Baseline,0.1428571428571428
178-EWR-BBY,"(0.18666666666666668, 'Baseline')","(0.52, 'Weekday')","(0.6133333333333333, 'Regular')",14,Regular,0.09333333333333327
178-EWR-BRP,"(0.6052631578947368, 'Baseline')","(0.6710526315789473, 'Regular')","(0.7368421052631579, 'Weekday')",5,Weekday,0.06578947368421051
178-EWR-NLC,"(0.5584415584415584, 'Baseline')","(0.6623376623376623, 'Regular')","(0.7272727272727273, 'Weekday')",8,Weekday,0.06493506493506496
178-EWR-OSB,"(0.5454545454545454, 'Baseline')","(0.6233766233766234, 'Regular')","(0.7142857142857143, 'Weekday')",7,Weekday,0.09090909090909094
178-EWR-PVD,"(0.5974025974025974, 'Baseline')","(0.6233766233766234, 'Regular')","(0.6753246753246753, 'Weekday')",12,Weekday,0.051948051948051965
178-EWR-STM,"(0.631578947368421, 'Regular')","(0.6578947368421053, 'Baseline')","(0.8026315789473685, 'Weekday')",4,Weekday,0.14473684210526316
178-NCR-BBY,"(0.22666666666666666, 'Baseline')","(0.37333333333333335, 'Weekday')","(0.4266666666666667, 'Regular')",21,Regular,0.053333333333333344
178-NCR-BRP,"(0.5657894736842105, 'Weekday')","(0.7105263157894737, 'Regular')","(0.8289473684210527, 'Baseline')",12,Baseline,0.11842105263157898
178-NCR-EWR,"(0.358974358974359, 'Regular')","(0.47435897435897434, 'Weekday')","(0.6666666666666666, 'Baseline')",7,Baseline,0.1923076923076923
178-NCR-KIN,"(0.36363636363636365, 'Regular')","(0.4805194805194805, 'Weekday')","(0.8311688311688312, 'Baseline')",18,Baseline,0.3506493506493507
178-NCR-MYS,"(0.37662337662337664, 'Regular')","(0.4805194805194805, 'Weekday')","(0.8571428571428571, 'Baseline')",16,Baseline,0.3766233766233766
178-NCR-NLC,"(0.35064935064935066, 'Regular')","(0.5194805194805194, 'Weekday')","(0.8701298701298701, 'Baseline')",15,Baseline,0.35064935064935066
178-NCR-NRO,"(0.5657894736842105, 'Weekday')","(0.6710526315789473, 'Regular')","(0.9342105263157895, 'Baseline')",10,Baseline,0.26315789473684215
178-NCR-NWK,"(0.358974358974359, 'Regular')","(0.46153846153846156, 'Weekday')","(0.7051282051282052, 'Baseline')",8,Baseline,0.2435897435897436
178-NCR-OSB,"(0.5194805194805194, 'Weekday')","(0.6233766233766234, 'Regular')","(0.8441558441558441, 'Baseline')",14,Baseline,0.22077922077922074
178-NCR-PVD,"(0.4805194805194805, 'Regular')","(0.4805194805194805, 'Weekday')","(0.7792207792207793, 'Baseline')",19,Baseline,0.29870129870129875
178-NCR-STM,"(0.618421052631579, 'Weekday')","(0.7368421052631579, 'Regular')","(0.868421052631579, 'Baseline')",11,Baseline,0.13157894736842113
178-NCR-TRE,"(0.6153846153846154, 'Regular')","(0.6153846153846154, 'Weekday')","(0.6666666666666666, 'Baseline')",6,Baseline,0.05128205128205121
178-NCR-WLY,"(0.38961038961038963, 'Regular')","(0.4935064935064935, 'Weekday')","(0.8441558441558441, 'Baseline')",17,Baseline,0.3506493506493506
178-NHV-WLY,"(0.4868421052631579, 'Baseline')","(0.8026315789473685, 'Regular')","(0.8552631578947368, 'Weekday')",4,Weekday,0.05263157894736836
178-NLC-BBY,"(0.29333333333333333, 'Baseline')","(0.6266666666666667, 'Weekday')","(0.6933333333333334, 'Regular')",6,Regular,0.06666666666666665
178-NLC-RTE,"(0.3684210526315789, 'Baseline')","(0.6842105263157895, 'Regular')","(0.7631578947368421, 'Weekday')",5,Weekday,0.07894736842105265
178-NRO-BBY,"(0.30666666666666664, 'Baseline')","(0.56, 'Weekday')","(0.64, 'Regular')",11,Regular,0.07999999999999996
178-NRO-BOS,"(0.3026315789473684, 'Baseline')","(0.5789473684210527, 'Weekday')","(0.6447368421052632, 'Regular')",12,Regular,0.06578947368421051
178-NRO-KIN,"(0.8157894736842105, 'Weekday')","(0.8157894736842105, 'Baseline')","(0.8947368421052632, 'Regular')",8,Regular,0.07894736842105265
178-NWK-BBY,"(0.21333333333333335, 'Baseline')","(0.52, 'Weekday')","(0.6, 'Regular')",13,Regular,0.07999999999999996
178-NWK-BRP,"(0.618421052631579, 'Baseline')","(0.6447368421052632, 'Regular')","(0.75, 'Weekday')",4,Weekday,0.10526315789473684
178-NWK-NHV,"(0.4605263157894737, 'Baseline')","(0.5789473684210527, 'Regular')","(0.6447368421052632, 'Weekday')",5,Weekday,0.06578947368421051
178-NWK-NLC,"(0.5584415584415584, 'Baseline')","(0.6233766233766234, 'Regular')","(0.7272727272727273, 'Weekday')",7,Weekday,0.10389610389610393
178-NWK-OSB,"(0.5714285714285714, 'Baseline')","(0.6493506493506493, 'Regular')","(0.7142857142857143, 'Weekday')",6,Weekday,0.06493506493506496
178-NWK-STM,"(0.5921052631578947, 'Baseline')","(0.6447368421052632, 'Regular')","(0.8026315789473685, 'Weekday')",3,Weekday,0.1578947368421053
178-NYP-BOS,"(0.39473684210526316, 'Baseline')","(0.5, 'Regular')","(0.5789473684210527, 'Weekday')",13,Weekday,0.07894736842105265
178-NYP-BRP,"(0.18421052631578946, 'Baseline')","(0.40789473684210525, 'Regular')","(0.6842105263157895, 'Weekday')",3,Weekday,0.27631578947368424
178-NYP-KIN,"(0.2236842105263158, 'Baseline')","(0.4342105263157895, 'Regular')","(0.631578947368421, 'Weekday')",9,Weekday,0.19736842105263153
178-NYP-MYS,"(0.23684210526315788, 'Baseline')","(0.39473684210526316, 'Regular')","(0.631578947368421, 'Weekday')",7,Weekday,0.23684210526315785
178-NYP-NHV,"(0.2894736842105263, 'Baseline')","(0.3026315789473684, 'Regular')","(0.618421052631579, 'Weekday')",4,Weekday,0.31578947368421056
178-NYP-NLC,"(0.2236842105263158, 'Baseline')","(0.3684210526315789, 'Regular')","(0.6052631578947368, 'Weekday')",6,Weekday,0.2368421052631579
178-NYP-NRO,"(0.2236842105263158, 'Baseline')","(0.34210526315789475, 'Regular')","(0.7236842105263158, 'Weekday')",1,Weekday,0.3815789473684211
178-NYP-OSB,"(0.2236842105263158, 'Baseline')","(0.3815789473684211, 'Regular')","(0.631578947368421, 'Weekday')",5,Weekday,0.24999999999999994
178-NYP-PVD,"(0.2894736842105263, 'Baseline')","(0.5657894736842105, 'Regular')","(0.6447368421052632, 'Weekday')",10,Weekday,0.07894736842105265
178-NYP-RTE,"(0.47368421052631576, 'Baseline')","(0.5394736842105263, 'Regular')","(0.6052631578947368, 'Weekday')",11,Weekday,0.06578947368421051
178-NYP-STM,"(0.23684210526315788, 'Baseline')","(0.4342105263157895, 'Regular')","(0.6973684210526315, 'Weekday')",2,Weekday,0.26315789473684204
178-NYP-WLY,"(0.23684210526315788, 'Baseline')","(0.5, 'Regular')","(0.631578947368421, 'Weekday')",8,Weekday,0.13157894736842102
178-OSB-BBY,"(0.30666666666666664, 'Baseline')","(0.5866666666666667, 'Weekday')","(0.6666666666666666, 'Regular')",7,Regular,0.07999999999999996
178-OSB-BOS,"(0.23376623376623376, 'Baseline')","(0.5714285714285714, 'Regular')","(0.6233766233766234, 'Weekday')",8,Weekday,0.051948051948051965
178-OSB-RTE,"(0.35526315789473684, 'Baseline')","(0.6710526315789473, 'Weekday')","(0.7236842105263158, 'Regular')",6,Regular,0.052631578947368474
178-OSB-WLY,"(0.922077922077922, 'Weekday')","(0.922077922077922, 'Baseline')","(0.974025974025974, 'Regular')",3,Regular,0.051948051948051965
178-PHL-BBY,"(0.21333333333333335, 'Baseline')","(0.4266666666666667, 'Weekday')","(0.5866666666666667, 'Regular')",16,Regular,0.15999999999999998
178-PHL-EWR,"(0.717948717948718, 'Weekday')","(0.7564102564102564, 'Regular')","(0.8205128205128205, 'Baseline')",2,Baseline,0.0641025641025641
178-PHL-KIN,"(0.5454545454545454, 'Baseline')","(0.5584415584415584, 'Regular')","(0.6103896103896104, 'Weekday')",13,Weekday,0.051948051948051965
178-PHL-MYS,"(0.5194805194805194, 'Baseline')","(0.5584415584415584, 'Regular')","(0.6103896103896104, 'Weekday')",11,Weekday,0.051948051948051965
178-PHL-NRO,"(0.631578947368421, 'Regular')","(0.631578947368421, 'Baseline')","(0.6842105263157895, 'Weekday')",5,Weekday,0.052631578947368474
178-PHL-NWK,"(0.6666666666666666, 'Weekday')","(0.717948717948718, 'Regular')","(0.8333333333333334, 'Baseline')",3,Baseline,0.11538461538461542
178-PHL-OSB,"(0.5324675324675324, 'Baseline')","(0.5584415584415584, 'Regular')","(0.6883116883116883, 'Weekday')",9,Weekday,0.1298701298701299
178-PHL-PVD,"(0.5584415584415584, 'Regular')","(0.5714285714285714, 'Weekday')","(0.6233766233766234, 'Baseline')",14,Baseline,0.051948051948051965
178-PHL-STM,"(0.5263157894736842, 'Baseline')","(0.6052631578947368, 'Regular')","(0.6578947368421053, 'Weekday')",6,Weekday,0.052631578947368474
178-PHL-WLY,"(0.5324675324675324, 'Baseline')","(0.5454545454545454, 'Regular')","(0.5974025974025974, 'Weekday')",12,Weekday,0.051948051948051965
178-STM-BBY,"(0.26666666666666666, 'Baseline')","(0.5333333333333333, 'Weekday')","(0.6666666666666666, 'Regular')",10,Regular,0.1333333333333333
178-STM-BOS,"(0.25, 'Baseline')","(0.5657894736842105, 'Weekday')","(0.6710526315789473, 'Regular')",11,Regular,0.10526315789473684
178-STM-RTE,"(0.3157894736842105, 'Baseline')","(0.5789473684210527, 'Weekday')","(0.631578947368421, 'Regular')",9,Regular,0.05263157894736836
178-TRE-BBY,"(0.18666666666666668, 'Baseline')","(0.4533333333333333, 'Weekday')","(0.5066666666666667, 'Regular')",15,Regular,0.0533333333333334
178-TRE-BOS,"(0.15584415584415584, 'Baseline')","(0.42857142857142855, 'Weekday')","(0.5194805194805194, 'Regular')",16,Regular,0.09090909090909088
178-TRE-NYP,"(0.23376623376623376, 'Baseline')","(0.5844155844155844, 'Weekday')","(0.6883116883116883, 'Regular')",3,Regular,0.10389610389610393
178-TRE-RTE,"(0.21052631578947367, 'Baseline')","(0.4868421052631579, 'Weekday')","(0.5526315789473685, 'Regular')",14,Regular,0.06578947368421056
178-TRE-STM,"(0.5526315789473685, 'Baseline')","(0.6052631578947368, 'Regular')","(0.6842105263157895, 'Weekday')",5,Weekday,0.07894736842105265
178-WAS-BAL,"(0.7402597402597403, 'Weekday')","(0.8311688311688312, 'Regular')","(0.8961038961038961, 'Baseline')",3,Baseline,0.06493506493506485
178-WAS-EWR,"(0.38961038961038963, 'Regular')","(0.45454545454545453, 'Weekday')","(0.6363636363636364, 'Baseline')",8,Baseline,0.18181818181818182
178-WAS-KIN,"(0.3116883116883117, 'Regular')","(0.5064935064935064, 'Weekday')","(0.8051948051948052, 'Baseline')",19,Baseline,0.2987012987012988
178-WAS-MYS,"(0.4025974025974026, 'Regular')","(0.5454545454545454, 'Weekday')","(0.8051948051948052, 'Baseline')",17,Baseline,0.2597402597402598
178-WAS-NHV,"(0.5066666666666667, 'Weekday')","(0.5333333333333333, 'Baseline')","(0.6266666666666667, 'Regular')",14,Regular,0.09333333333333338
178-WAS-NLC,"(0.38961038961038963, 'Regular')","(0.5714285714285714, 'Weekday')","(0.8311688311688312, 'Baseline')",16,Baseline,0.2597402597402598
178-WAS-NWK,"(0.38961038961038963, 'Regular')","(0.4675324675324675, 'Weekday')","(0.6363636363636364, 'Baseline')",9,Baseline,0.16883116883116883
178-WAS-PVD,"(0.45454545454545453, 'Regular')","(0.5064935064935064, 'Weekday')","(0.6883116883116883, 'Baseline')",20,Baseline,0.18181818181818188
178-WAS-WLY,"(0.38961038961038963, 'Regular')","(0.5194805194805194, 'Weekday')","(0.7922077922077922, 'Baseline')",18,Baseline,0.2727272727272728
178-WIL-BBY,"(0.32, 'Baseline')","(0.44, 'Weekday')","(0.5866666666666667, 'Regular')",17,Regular,0.14666666666666667
178-WIL-BRP,"(0.631578947368421, 'Weekday')","(0.6578947368421053, 'Baseline')","(0.7763157894736842, 'Regular')",8,Regular,0.11842105263157887
178-WIL-KIN,"(0.6623376623376623, 'Weekday')","(0.6883116883116883, 'Baseline')","(0.7532467532467533, 'Regular')",14,Regular,0.06493506493506496
178-WIL-NHV,"(0.5263157894736842, 'Baseline')","(0.6447368421052632, 'Weekday')","(0.7236842105263158, 'Regular')",9,Regular,0.07894736842105265
178-WIL-NWK,"(0.5384615384615384, 'Weekday')","(0.5641025641025641, 'Regular')","(0.6282051282051282, 'Baseline')",4,Baseline,0.0641025641025641
178-WIL-NYP,"(0.2857142857142857, 'Baseline')","(0.3116883116883117, 'Regular')","(0.4025974025974026, 'Weekday')",5,Weekday,0.09090909090909094
178-WIL-RTE,"(0.47368421052631576, 'Baseline')","(0.4868421052631579, 'Weekday')","(0.5921052631578947, 'Regular')",16,Regular,0.10526315789473678
178-WIL-STM,"(0.6578947368421053, 'Weekday')","(0.6973684210526315, 'Baseline')","(0.75, 'Regular')",7,Regular,0.052631578947368474
178-WIL-TRE,"(0.6025641025641025, 'Baseline')","(0.6666666666666666, 'Regular')","(0.717948717948718, 'Weekday')",2,Weekday,0.05128205128205132
179-RTE-BRP,"(0.8333333333333334, 'Weekday')","(0.8333333333333334, 'Baseline')","(0.8916666666666667, 'Regular')",5,Regular,0.05833333333333335
180-ABE-NYP,"(0.25, 'Regular')","(0.2708333333333333, 'Baseline')","(0.3333333333333333, 'Weekday')",4,Weekday,0.0625
180-BWI-NWK,"(0.7083333333333334, 'Baseline')","(0.8333333333333334, 'Weekday')","(0.8958333333333334, 'Regular')",5,Regular,0.0625
180-BWI-NYP,"(0.2916666666666667, 'Regular')","(0.3541666666666667, 'Baseline')","(0.4583333333333333, 'Weekday')",6,Weekday,0.10416666666666663
180-PHL-NYP,"(0.3125, 'Baseline')","(0.375, 'Regular')","(0.5, 'Weekday')",2,Weekday,0.125
181-BAL-WAS,"(0.2857142857142857, 'Baseline')","(0.8095238095238095, 'Weekday')","(0.9047619047619048, 'Regular')",3,Regular,0.09523809523809523
181-BWI-WAS,"(0.18181818181818182, 'Baseline')","(0.8636363636363636, 'Weekday')","(1.0, 'Regular')",2,Regular,0.13636363636363635
181-MET-WAS,"(0.2727272727272727, 'Baseline')","(0.6363636363636364, 'Weekday')","(0.8636363636363636, 'Regular')",10,Regular,0.2272727272727273
181-NBK-WAS,"(0.4090909090909091, 'Baseline')","(0.6363636363636364, 'Weekday')","(0.8636363636363636, 'Regular')",9,Regular,0.2272727272727273
181-NWK-WAS,"(0.5909090909090909, 'Baseline')","(0.6818181818181818, 'Weekday')","(0.8636363636363636, 'Regular')",11,Regular,0.18181818181818188
181-NYP-WAS,"(0.36363636363636365, 'Baseline')","(0.6363636363636364, 'Weekday')","(0.8636363636363636, 'Regular')",12,Regular,0.2272727272727273
181-PHL-BWI,"(0.5909090909090909, 'Baseline')","(0.7272727272727273, 'Weekday')","(0.9090909090909091, 'Regular')",4,Regular,0.18181818181818177
181-PHL-WAS,"(0.6818181818181818, 'Weekday')","(0.7272727272727273, 'Baseline')","(0.8636363636363636, 'Regular')",6,Regular,0.13636363636363635
181-PJC-WAS,"(0.36363636363636365, 'Baseline')","(0.6363636363636364, 'Weekday')","(0.8636363636363636, 'Regular')",8,Regular,0.2272727272727273
181-TRE-WAS,"(0.3181818181818182, 'Baseline')","(0.6818181818181818, 'Weekday')","(0.8636363636363636, 'Regular')",7,Regular,0.18181818181818188
181-WIL-WAS,"(0.2727272727272727, 'Baseline')","(0.6363636363636364, 'Weekday')","(0.8636363636363636, 'Regular')",5,Regular,0.2272727272727273
182-BAL-MET,"(0.717948717948718, 'Weekday')","(0.7435897435897436, 'Regular')","(0.7948717948717948, 'Baseline')",4,Baseline,0.05128205128205121
182-BWI-NWK,"(0.631578947368421, 'Regular')","(0.631578947368421, 'Weekday')","(0.7368421052631579, 'Baseline')",6,Baseline,0.10526315789473684
182-MET-NYP,"(0.4358974358974359, 'Baseline')","(0.5897435897435898, 'Regular')","(0.6923076923076923, 'Weekday')",2,Weekday,0.10256410256410253
182-NCR-NWK,"(0.5, 'Weekday')","(0.631578947368421, 'Regular')","(0.7894736842105263, 'Baseline')",7,Baseline,0.1578947368421053
182-NCR-NYP,"(0.3333333333333333, 'Regular')","(0.4358974358974359, 'Baseline')","(0.5897435897435898, 'Weekday')",8,Weekday,0.15384615384615385
