11-SLM-EUG,71,80,40,157
11-SLM-KFS,28,27,27,159
11-SLM-LAX,23,29,3,154
11-SLM-MTZ,20,36,31,159
11-SLM-OKJ,17,32,16,157
11-SLM-OXN,11,29,21,153
11-SLM-PRB,14,27,38,155
11-SLM-RDD,25,25,41,158
11-SLM-SAC,17,20,3,159
11-SLM-SBA,14,25,19,155
11-SLM-SIM,10,29,6,149
11-SLM-SJC,17,17,15,156
11-SLM-SLO,18,23,4,156
11-SLM-SNS,10,33,44,156
11-SLM-VNC,23,37,4,153
11-SLO-BUR,25,40,20,148
11-SLO-LAX,25,34,29,155
11-SLO-OXN,36,51,14,155
11-SLO-SBA,39,35,25,157
11-SLO-SIM,42,52,35,149
11-SLO-VNC,27,37,13,156
11-SNS-BUR,25,44,6,148
11-SNS-LAX,27,32,7,155
11-SNS-OXN,45,55,54,155
11-SNS-PRB,113,116,118,156
11-SNS-SBA,36,37,36,157
11-SNS-SIM,60,54,7,149
11-SNS-SLO,74,75,7,157
11-SNS-VNC,23,46,3,156
11-TAC-ALY,43,34,46,160
11-TAC-BUR,9,24,5,148
11-TAC-CIC,23,23,35,160
11-TAC-CMO,43,32,21,160
11-TAC-CTL,141,136,135,159
11-TAC-DAV,17,20,90,160
11-TAC-DUN,24,30,54,160
11-TAC-EMY,21,25,72,160
11-TAC-EUG,33,33,38,159
11-TAC-KEL,127,99,111,159
11-TAC-KFS,33,33,26,160
11-TAC-LAX,47,28,6,155
11-TAC-MTZ,23,22,72,160
11-TAC-OKJ,19,16,37,158
11-TAC-OLW,140,136,134,158
11-TAC-OXN,20,37,66,155
11-TAC-PDX,62,65,15,160
11-TAC-PRB,16,19,86,156
11-TAC-RDD,21,23,46,160
11-TAC-SAC,18,17,7,160
11-TAC-SBA,22,26,42,157
11-TAC-SIM,2,21,4,149
11-TAC-SJC,15,18,19,157
11-TAC-SLM,46,39,55,159
11-TAC-SLO,20,21,7,157
11-TAC-SNS,13,16,98,157
11-TAC-VAN,73,79,94,158
11-TAC-VNC,61,33,3,156
11-VAN-ALY,39,38,56,158
11-VAN-BUR,31,21,4,147
11-VAN-CIC,28,18,36,158
11-VAN-CMO,29,29,28,158
11-VAN-DAV,12,28,68,158
11-VAN-DUN,18,22,44,158
11-VAN-EMY,20,23,62,158
11-VAN-EUG,45,41,43,157
11-VAN-KFS,33,23,25,158
11-VAN-LAX,20,30,3,153
11-VAN-MTZ,16,26,47,158
11-VAN-OKJ,13,15,21,156
11-VAN-OXN,27,31,38,154
11-VAN-PDX,144,146,1,158
11-VAN-PRB,11,18,62,155
11-VAN-RDD,21,19,42,158
11-VAN-SAC,12,20,4,158
11-VAN-SBA,20,33,31,155
11-VAN-SIM,7,24,4,148
11-VAN-SJC,18,23,16,155
11-VAN-SLM,47,52,62,157
11-VAN-SLO,19,25,6,155
11-VAN-SNS,12,30,62,155
11-VAN-VNC,33,31,3,154
11-VNC-BUR,144,143,142,147
11-VNC-LAX,141,130,7,155
111-ABE-BAL,24,24,24,25
111-ABE-BWI,26,24,25,26
111-ABE-NCR,20,19,19,26
111-ABE-WAS,19,18,15,26
111-BAL-BWI,25,23,25,25
111-BAL-NCR,16,18,18,25
111-BAL-WAS,17,19,17,25
111-BWI-NCR,24,23,17,26
111-BWI-WAS,19,18,18,26
111-MET-ABE,23,23,22,26
111-MET-BAL,18,20,20,25
111-MET-BWI,19,23,22,26
111-MET-NBK,25,25,26,26
111-MET-NCR,16,21,13,26
111-MET-PHL,22,22,23,23
111-MET-PJC,25,25,26,26
111-MET-TRE,25,25,23,26
111-MET-WAS,14,15,15,26
111-MET-WIL,22,23,23,26
111-NBK-ABE,24,18,22,26
111-NBK-BAL,23,16,20,25
111-NBK-BWI,25,19,22,26
111-NBK-NCR,16,18,13,26
111-NBK-PHL,23,22,23,23
111-NBK-PJC,25,25,25,26
111-NBK-TRE,25,25,22,26
111-NBK-WAS,15,15,15,26
111-NBK-WIL,25,21,22,26
111-NCR-WAS,24,20,4,26
111-NWK-ABE,22,19,15,26
111-NWK-BAL,19,17,17,25
111-NWK-BWI,23,19,21,26
111-NWK-MET,25,25,26,26
111-NWK-NBK,25,25,26,26
111-NWK-NCR,18,18,10,26
111-NWK-PHL,23,22,20,23
111-NWK-PJC,25,25,25,26
111-NWK-TRE,25,25,16,26
111-NWK-WAS,13,14,19,26
111-NWK-WIL,23,21,20,26
111-NYP-ABE,24,18,21,26
111-NYP-BAL,22,16,19,25
111-NYP-BWI,25,19,22,26
111-NYP-MET,25,25,25,26
111-NYP-NBK,25,25,26,26
111-NYP-NCR,17,18,13,26
111-NYP-NWK,26,26,26,26
111-NYP-PHL,22,22,22,23
111-NYP-PJC,25,25,25,26
111-NYP-TRE,25,25,22,26
111-NYP-WAS,16,12,16,26
111-NYP-WIL,24,20,21,26
111-PHL-ABE,18,18,21,23
111-PHL-BAL,11,14,20,22
111-PHL-BWI,16,18,21,23
111-PHL-NCR,14,13,12,23
111-PHL-WAS,13,12,16,23
111-PHL-WIL,21,18,21,23
111-PJC-ABE,20,19,23,26
111-PJC-BAL,18,16,21,25
111-PJC-BWI,24,20,22,26
111-PJC-NCR,17,16,17,26
111-PJC-PHL,22,23,23,23
111-PJC-TRE,26,25,25,26
111-PJC-WAS,15,14,15,26
111-PJC-WIL,23,20,23,26
111-TRE-ABE,23,18,24,26
111-TRE-BAL,20,17,20,25
111-TRE-BWI,24,19,23,26
111-TRE-NCR,17,19,18,26
111-TRE-PHL,23,23,23,23
111-TRE-WAS,15,15,12,26
111-TRE-WIL,24,22,24,26
111-WIL-ABE,25,24,26,26
111-WIL-BAL,23,21,24,25
111-WIL-BWI,22,24,24,26
111-WIL-NCR,18,17,18,26
111-WIL-WAS,19,14,17,26
121-BAL-BWI,6,6,4,6
121-BAL-WAS,6,6,1,6
121-BWI-WAS,6,6,1,6
121-NWK-BAL,6,6,6,6
121-NWK-BWI,6,6,6,6
121-NWK-PHL,3,3,2,4
121-NWK-PJC,6,6,5,6
121-NWK-WAS,6,6,0,6
121-NWK-WIL,5,5,4,6
121-NYP-BAL,6,6,5,6
121-NYP-BWI,6,6,6,6
121-NYP-NWK,6,6,6,6
121-NYP-PHL,3,3,2,4
121-NYP-PJC,6,6,5,6
121-NYP-WAS,6,6,1,6
121-NYP-WIL,5,5,6,6
121-PHL-BAL,3,3,3,4
121-PHL-BWI,4,4,2,4
121-PHL-WAS,4,4,2,4
121-PHL-WIL,3,3,2,4
121-PJC-BAL,6,6,3,6
121-PJC-BWI,6,6,5,6
121-PJC-PHL,4,4,1,4
121-PJC-WAS,6,6,0,6
121-PJC-WIL,5,5,5,6
121-WIL-BAL,6,6,3,6
121-WIL-BWI,6,6,5,6
121-WIL-WAS,6,6,0,6
122-BAL-MET,6,6,4,6
122-BAL-NWK,6,6,5,6
122-BAL-NYP,5,5,2,6
122-BAL-PHL,5,5,5,6
122-BAL-PJC,5,5,4,6
